respondent;block;trial_nr;sound;salience;arousal;responseTime
80;VO;9;visual only;low;visual only;2036.0580884153
80;VO;10;visual only;low;visual only;1818.9814593643
80;VO;11;visual only;low;visual only;2152.78070233762
80;VO;12;visual only;low;visual only;1819.22165700234
80;VO;13;visual only;low;visual only;2219.62240780704
80;VO;14;visual only;high;visual only;634.671263047494
80;VO;15;visual only;high;visual only;584.146798588336
80;VO;16;visual only;low;visual only;900.550676858984
80;VO;17;visual only;low;visual only;867.57486127317
80;VO;18;visual only;low;visual only;1202.13499350939
80;VO;19;visual only;high;visual only;567.407631548122
80;VO;20;visual only;high;visual only;618.097231839783
80;VO;21;visual only;low;visual only;768.167019588873
80;VO;23;visual only;low;visual only;2253.25165560935
80;VO;25;visual only;high;visual only;734.794166870415
80;VO;26;visual only;low;visual only;1152.40381332114
80;VO;27;visual only;high;visual only;567.187582026236
80;VO;28;visual only;low;visual only;2653.69783854112
80;VO;29;visual only;high;visual only;668.409153004177
80;VO;30;visual only;high;visual only;651.091220090166
80;VO;31;visual only;low;visual only;951.409758534282
80;VO;32;visual only;high;visual only;601.762213045731
81;VA;1;S3;high;S3;834.61438480299
81;VA;2;S4;high;S4;692.586362361908
81;VA;3;S3;high;S3;526.363415177912
81;VA;4;S1;high;S1;551.208807853982
81;VA;5;S4;high;S4;626.406318857335
81;VA;6;S1;high;S1;659.746908117086
81;VA;7;S2;high;S2;718.36804994382
81;VA;8;S3;high;S3;534.56685889978
81;VA;9;S4;high;S4;542.344822082669
81;VA;10;S1;high;S1;693.09283059556
81;VA;11;S3;high;S3;735.011184238829
81;VA;12;S2;high;S2;576.239286921918
81;VA;13;S4;high;S4;834.857149748132
81;VA;14;S2;high;S2;668.123981216922
81;VA;15;S3;low;S3;1343.67135819048
81;VA;16;S4;low;S4;1267.8281199187
81;VA;17;S2;high;S2;734.449802315794
81;VA;18;S1;high;S1;668.030549190007
81;VA;19;S2;low;S2;851.116679608822
81;VA;20;S3;low;S3;893.729748087935
81;VA;21;S4;low;S4;650.925588677637
81;VA;22;S3;low;S3;1143.14130460843
81;VA;23;S2;low;S2;1293.72081975453
81;VA;24;S3;low;S3;1193.51159536745
81;VA;25;S1;low;S1;1051.86757235788
81;VA;26;S2;low;S2;1402.20183355268
81;VA;27;S1;low;S1;776.558772893623
81;VA;28;S2;low;S2;1543.86659746524
81;VA;29;S1;low;S1;859.031728934497
81;VA;30;S4;low;S4;1018.48174852785
81;VA;31;S1;low;S1;1351.99628339615
81;VA;32;S4;low;S4;1777.51482068561
81;VO;1;visual only;high;visual only;617.984208511189
81;VO;2;visual only;low;visual only;867.467666277662
81;VO;3;visual only;high;visual only;618.007517186925
81;VO;4;visual only;high;visual only;684.738868614659
81;VO;5;visual only;low;visual only;1068.38823761791
81;VO;6;visual only;high;visual only;600.112434243783
81;VO;7;visual only;high;visual only;651.167761068791
81;VO;8;visual only;high;visual only;751.841182354838
81;VO;9;visual only;low;visual only;968.249334255233
81;VO;10;visual only;high;visual only;718.263753922656
81;VO;11;visual only;low;visual only;1017.60273752734
81;VO;12;visual only;high;visual only;551.265104208142
81;VO;13;visual only;high;visual only;501.101035159081
81;VO;14;visual only;low;visual only;617.210283875465
81;VO;15;visual only;low;visual only;651.233341079205
81;VO;16;visual only;high;visual only;884.977564448491
81;VO;17;visual only;high;visual only;651.698723435402
81;VO;18;visual only;low;visual only;818.220929242671
81;VO;19;visual only;low;visual only;651.747711002827
81;VO;20;visual only;high;visual only;484.303432283923
81;VO;21;visual only;low;visual only;867.889591492712
81;VO;22;visual only;low;visual only;768.139823107049
81;VO;23;visual only;high;visual only;484.640024136752
81;VO;24;visual only;low;visual only;634.668429149315
81;VO;25;visual only;high;visual only;418.180079897866
81;VO;26;visual only;low;visual only;751.458368031308
81;VO;27;visual only;low;visual only;717.735951999202
81;VO;28;visual only;low;visual only;1185.34370698035
81;VO;29;visual only;low;visual only;1352.70186234266
81;VO;30;visual only;high;visual only;617.977887624875
81;VO;31;visual only;low;visual only;767.915428616107
81;VO;32;visual only;high;visual only;535.474906675518
82;VA;1;S3;high;S3;1677.59531643242
82;VA;2;S1;high;S1;868.332350975834
82;VA;3;S4;high;S4;751.401480287313
82;VA;4;S3;high;S3;843.356765806675
82;VA;5;S4;high;S4;909.824861213565
82;VA;6;S3;high;S3;960.060673533008
82;VA;7;S2;high;S2;910.028910497203
82;VA;8;S1;high;S1;1093.73069123831
82;VA;9;S2;high;S2;885.133325238712
82;VA;10;S4;high;S4;784.782787319273
82;VA;11;S2;high;S2;1452.14581559412
82;VA;12;S4;high;S4;1017.60433171876
82;VA;13;S1;high;S1;1510.10685611982
82;VA;14;S2;high;S2;1076.85722317547
82;VA;15;S3;high;S3;1361.02806043345
82;VA;16;S1;high;S1;859.183518681675
82;VA;17;S4;low;S4;1452.23292661831
82;VA;18;S1;low;S1;2094.44239456207
82;VA;19;S3;low;S3;1117.95684508979
82;VA;20;S1;low;S1;1326.9923342159
82;VA;21;S4;low;S4;1844.24229571596
82;VA;22;S3;low;S3;1151.89716394525
82;VA;23;S2;low;S2;1285.36609560251
82;VA;24;S3;low;S3;2094.56703637261
82;VA;25;S4;low;S4;1952.96774082817
82;VA;26;S1;low;S1;1568.19945224561
82;VA;27;S2;low;S2;1643.95702199545
82;VA;28;S3;low;S3;1744.35457237996
82;VA;29;S2;low;S2;1210.47667320818
82;VA;30;S4;low;S4;1661.08332958538
82;VA;31;S1;low;S1;1327.04566745088
82;VA;32;S2;low;S2;1493.43565944582
82;VO;1;visual only;high;visual only;1870.24839874357
82;VO;3;visual only;high;visual only;985.114875948057
82;VO;4;visual only;high;visual only;618.114277021959
82;VO;6;visual only;high;visual only;1485.138974851
82;VO;7;visual only;high;visual only;901.59296663478
82;VO;8;visual only;low;visual only;1118.53620270267
82;VO;9;visual only;low;visual only;1351.97680839337
82;VO;10;visual only;low;visual only;984.612752916291
82;VO;12;visual only;high;visual only;1985.69087567739
82;VO;13;visual only;high;visual only;1852.5504374411
82;VO;14;visual only;low;visual only;1334.35193332843
82;VO;15;visual only;high;visual only;768.234059680253
82;VO;16;visual only;high;visual only;800.973194185644
82;VO;17;visual only;high;visual only;1601.65799362585
82;VO;18;visual only;low;visual only;917.881743982434
82;VO;20;visual only;low;visual only;1318.10819311067
82;VO;21;visual only;low;visual only;1869.33264648542
82;VO;22;visual only;low;visual only;2085.00773529522
82;VO;23;visual only;low;visual only;2203.24013568461
82;VO;24;visual only;low;visual only;2369.78617683053
82;VO;25;visual only;low;visual only;3003.89175000601
82;VO;26;visual only;high;visual only;1201.71085302718
82;VO;27;visual only;high;visual only;801.222873153165
82;VO;28;visual only;high;visual only;1618.93047392368
82;VO;30;visual only;high;visual only;1385.86043566465
82;VO;31;visual only;low;visual only;1702.32280320488
82;VO;32;visual only;high;visual only;668.164607835934
83;VA;1;S1;high;S1;1202.33343192376
83;VA;2;S4;high;S4;684.58192597609
83;VA;3;S3;high;S3;618.116543279029
83;VA;4;S4;high;S4;701.354666729458
83;VA;5;S3;high;S3;750.57481485419
83;VA;6;S2;high;S2;576.190024730749
83;VA;7;S1;high;S1;550.788543187082
83;VA;8;S2;high;S2;734.919308684766
83;VA;9;S3;high;S3;484.316642046906
83;VA;10;S4;high;S4;667.845926014706
83;VA;11;S1;high;S1;701.642074156553
83;VA;12;S4;high;S4;708.601876627654
83;VA;13;S2;high;S2;768.528000102378
83;VA;14;S3;high;S3;1852.78064198792
83;VA;15;S1;high;S1;917.755456874147
83;VA;16;S3;low;S3;1685.59229630046
83;VA;17;S2;high;S2;1034.99733342323
83;VA;18;S3;low;S3;1352.42706164718
83;VA;19;S1;low;S1;1251.58123450819
83;VA;20;S2;low;S2;2594.9979260331
83;VA;21;S1;low;S1;1302.06182715483
83;VA;22;S3;low;S3;2186.27200007904
83;VA;23;S4;low;S4;985.054024728015
83;VA;24;S3;low;S3;1318.03792587016
83;VA;25;S4;low;S4;1919.55239512026
83;VA;26;S2;low;S2;1844.23723455984
83;VA;27;S1;low;S1;1652.24276541267
83;VA;28;S2;low;S2;1134.92187659722
83;VA;29;S1;low;S1;1434.79051848408
83;VA;30;S4;low;S4;1243.8654814614
83;VA;31;S2;low;S2;1593.3037038194
83;VA;32;S4;low;S4;993.193086469546
83;VO;1;visual only;high;visual only;985.891160555184
83;VO;2;visual only;low;visual only;2437.11960478686
83;VO;3;visual only;low;visual only;1869.39812335186
83;VO;4;visual only;low;visual only;2519.86883953214
83;VO;5;visual only;high;visual only;984.939851798117
83;VO;6;visual only;low;visual only;2720.10548156686
83;VO;7;visual only;high;visual only;834.874074207619
83;VO;8;visual only;low;visual only;2534.93293817155
83;VO;9;visual only;low;visual only;1701.70666649938
83;VO;10;visual only;high;visual only;852.302617160603
83;VO;11;visual only;high;visual only;2419.91032101214
83;VO;12;visual only;high;visual only;933.647407451645
83;VO;13;visual only;high;visual only;867.750715930015
83;VO;14;visual only;low;visual only;1268.63841968589
83;VO;15;visual only;high;visual only;801.619357895106
83;VO;16;visual only;high;visual only;502.025876427069
83;VO;17;visual only;high;visual only;817.875358043239
83;VO;18;visual only;high;visual only;733.899456914514
83;VO;19;visual only;high;visual only;666.278321063146
83;VO;20;visual only;low;visual only;1150.75002470985
83;VO;21;visual only;low;visual only;1034.99180241488
83;VO;22;visual only;low;visual only;1552.06202482805
83;VO;23;visual only;low;visual only;2102.72592608817
83;VO;24;visual only;low;visual only;3220.63288884237
83;VO;25;visual only;high;visual only;1216.5985184256
83;VO;26;visual only;high;visual only;1118.46953094937
83;VO;27;visual only;high;visual only;683.454814832658
83;VO;28;visual only;low;visual only;1819.27387672476
83;VO;29;visual only;low;visual only;1519.03407415375
83;VO;30;visual only;low;visual only;934.487308608368
83;VO;31;visual only;low;visual only;2202.82350620255
83;VO;32;visual only;high;visual only;1168.1058765389
84;VA;1;S2;low;S2;751.001282
84;VA;2;S4;high;S4;743.468455
84;VA;3;S1;low;S1;1393.7236245
84;VA;4;S4;low;S4;909.2015265
84;VA;5;S2;high;S2;709.745051
84;VA;6;S1;low;S1;1035.276586
84;VA;7;S4;high;S4;734.600123
84;VA;8;S3;high;S3;567.8894725
84;VA;9;S4;low;S4;743.056801
84;VA;10;S1;low;S1;1051.662733
84;VA;11;S3;low;S3;1177.014239
84;VA;12;S1;high;S1;617.828357
84;VA;13;S4;low;S4;934.9403495
84;VA;14;S1;low;S1;1819.219249
84;VA;15;S3;high;S3;743.2203565
84;VA;16;S4;low;S4;1108.9092605
84;VA;17;S1;high;S1;685.441485
84;VA;18;S4;high;S4;718.06168
84;VA;19;S2;high;S2;701.4199285
84;VA;20;S4;high;S4;550.8173025
84;VA;21;S1;high;S1;559.325338
84;VA;22;S2;high;S2;676.42224
84;VA;23;S3;low;S3;692.8137195
84;VA;24;S2;low;S2;1027.2333395
84;VA;25;S3;low;S3;902.701191
84;VA;26;S2;high;S2;677.0695475
84;VA;27;S3;high;S3;534.6995995
84;VA;28;S1;high;S1;509.157319
84;VA;29;S3;high;S3;568.080485
84;VA;30;S2;low;S2;1310.3716575
84;VA;31;S3;low;S3;793.0049695
84;VA;32;S2;low;S2;1202.194841
84;VO;1;visual only;low;visual only;1118.941837
84;VO;2;visual only;low;visual only;902.237784
84;VO;3;visual only;low;visual only;785.451401
84;VO;4;visual only;low;visual only;1103.011393
84;VO;5;visual only;low;visual only;750.517728
84;VO;6;visual only;high;visual only;584.983174
84;VO;7;visual only;low;visual only;918.360623
84;VO;8;visual only;high;visual only;617.857394
84;VO;9;visual only;high;visual only;735.155777
84;VO;11;visual only;high;visual only;684.850671
84;VO;12;visual only;high;visual only;651.137736
84;VO;13;visual only;low;visual only;701.231089
84;VO;14;visual only;low;visual only;1235.220567
84;VO;15;visual only;low;visual only;718.605877
84;VO;16;visual only;low;visual only;668.087043
84;VO;17;visual only;high;visual only;684.5524
84;VO;18;visual only;high;visual only;617.757048
84;VO;19;visual only;high;visual only;651.216749
84;VO;20;visual only;low;visual only;685.134325
84;VO;21;visual only;high;visual only;668.65119
84;VO;22;visual only;low;visual only;851.564877
84;VO;23;visual only;high;visual only;600.038558
84;VO;24;visual only;low;visual only;1252.01659
84;VO;25;visual only;high;visual only;568.461719
84;VO;26;visual only;high;visual only;552.140164
84;VO;27;visual only;low;visual only;1235.166443
84;VO;28;visual only;high;visual only;568.046905
84;VO;29;visual only;low;visual only;684.564252
84;VO;30;visual only;high;visual only;501.344788
84;VO;31;visual only;high;visual only;551.07982
84;VO;32;visual only;high;visual only;584.586533
85;VA;1;S2;high;S2;968.615889
85;VA;2;S4;high;S4;593.131296
85;VA;3;S3;high;S3;476.197521
85;VA;4;S1;high;S1;442.8092615
85;VA;5;S2;high;S2;600.826707
85;VA;6;S1;high;S1;592.6092215
85;VA;7;S3;high;S3;542.653844
85;VA;8;S4;high;S4;626.352642
85;VA;9;S3;high;S3;784.932656
85;VA;10;S2;high;S2;934.9961225
85;VA;11;S1;high;S1;1067.718743
85;VA;12;S3;high;S3;650.6519115
85;VA;13;S2;high;S2;993.3121945
85;VA;14;S4;high;S4;743.494022
85;VA;15;S3;low;S3;1619.035899
85;VA;16;S1;high;S1;776.3641585
85;VA;17;S4;high;S4;734.8198455
85;VA;18;S1;low;S1;1385.99877
85;VA;19;S3;low;S3;767.7338345
85;VA;20;S2;low;S2;1252.250766
85;VA;21;S3;low;S3;1126.7492845
85;VA;22;S1;low;S1;826.6804255
85;VA;23;S3;low;S3;884.4807445
85;VA;24;S2;low;S2;1034.952508
85;VA;25;S4;low;S4;668.03977
85;VA;26;S1;low;S1;1127.032149
85;VA;27;S4;low;S4;1026.607418
85;VA;28;S1;low;S1;1334.265021
85;VA;29;S2;low;S2;951.368277
85;VA;30;S4;low;S4;935.2467895
85;VA;31;S2;low;S2;1277.3618875
85;VA;32;S4;low;S4;709.642157
85;VO;1;visual only;high;visual only;550.795279
85;VO;2;visual only;low;visual only;1068.429459
85;VO;3;visual only;high;visual only;751.554272
85;VO;4;visual only;low;visual only;1134.835016
85;VO;5;visual only;high;visual only;501.188939
85;VO;6;visual only;low;visual only;1202.172524
85;VO;7;visual only;high;visual only;451.774993
85;VO;8;visual only;low;visual only;967.95495
85;VO;9;visual only;low;visual only;783.724557
85;VO;10;visual only;low;visual only;635.5163
85;VO;11;visual only;low;visual only;901.808554
85;VO;12;visual only;low;visual only;1168.626239
85;VO;13;visual only;high;visual only;584.749268
85;VO;14;visual only;low;visual only;1469.276235
85;VO;15;visual only;high;visual only;467.771839
85;VO;16;visual only;low;visual only;1885.782473
85;VO;17;visual only;high;visual only;517.819069
85;VO;19;visual only;low;visual only;1335.669466
85;VO;20;visual only;low;visual only;968.619444
85;VO;21;visual only;high;visual only;901.323418
85;VO;22;visual only;low;visual only;1068.40141
85;VO;23;visual only;high;visual only;534.884557
85;VO;24;visual only;high;visual only;534.391125
85;VO;25;visual only;high;visual only;500.956247
85;VO;26;visual only;high;visual only;718.023395
85;VO;27;visual only;high;visual only;517.936007
85;VO;28;visual only;high;visual only;568.348669
85;VO;29;visual only;low;visual only;751.53847
85;VO;30;visual only;low;visual only;717.114752
85;VO;31;visual only;low;visual only;734.954562
85;VO;32;visual only;high;visual only;451.502401
86;VA;1;S4;high;S4;692.619471345097
86;VA;2;S1;high;S1;851.135898963548
86;VA;3;S3;low;S3;810.340522788465
86;VA;4;S2;high;S2;676.220886409283
86;VA;5;S4;low;S4;1919.46998634376
86;VA;6;S1;low;S1;1327.22799549811
86;VA;7;S2;low;S2;2044.86233112402
86;VA;8;S4;high;S4;1210.34625114407
86;VA;9;S2;low;S2;1260.63276908826
86;VA;10;S1;low;S1;1034.87894346472
86;VA;11;S3;low;S3;1059.44975907914
86;VA;12;S2;low;S2;843.48396351561
86;VA;13;S1;high;S1;701.218368019909
86;VA;14;S3;low;S3;1952.31100777164
86;VA;15;S2;low;S2;1993.75685176346
86;VA;16;S4;low;S4;984.921116149053
86;VA;17;S2;high;S2;825.420986860991
86;VA;18;S1;high;S1;726.291306084022
86;VA;19;S3;high;S3;734.787684399635
86;VA;20;S2;high;S2;684.82906697318
86;VA;21;S3;high;S3;825.72715904098
86;VA;22;S2;high;S2;609.917610185221
86;VA;23;S4;low;S4;1994.03833271936
86;VA;24;S3;low;S3;2319.18534485158
86;VA;25;S4;low;S4;1651.99179854244
86;VA;26;S1;low;S1;2228.39559812564
86;VA;27;S4;high;S4;860.251535312273
86;VA;28;S1;low;S1;1000.93214621302
86;VA;29;S3;high;S3;934.025019174442
86;VA;30;S4;high;S4;609.891338390298
86;VA;31;S3;high;S3;651.22202236671
86;VA;32;S1;high;S1;767.242928850465
86;VO;1;visual only;high;visual only;1602.90290787816
86;VO;2;visual only;high;visual only;1385.9784968663
86;VO;4;visual only;high;visual only;1202.29846448638
86;VO;5;visual only;low;visual only;2770.50672494806
86;VO;6;visual only;high;visual only;1268.64776550792
86;VO;7;visual only;low;visual only;2687.1484699659
86;VO;8;visual only;high;visual only;1068.09863098897
86;VO;9;visual only;high;visual only;868.168161483482
86;VO;10;visual only;low;visual only;2500.31387596391
86;VO;11;visual only;high;visual only;1118.09991486371
86;VO;12;visual only;low;visual only;2085.58797906153
86;VO;13;visual only;high;visual only;1869.65201050043
86;VO;14;visual only;high;visual only;967.778434045613
86;VO;15;visual only;low;visual only;2985.92437338084
86;VO;16;visual only;low;visual only;2352.92256204411
86;VO;17;visual only;high;visual only;934.777807909995
86;VO;18;visual only;low;visual only;2135.92822523788
86;VO;19;visual only;low;visual only;1334.99390631914
86;VO;20;visual only;high;visual only;951.77609520033
86;VO;21;visual only;low;visual only;1218.2561615482
86;VO;22;visual only;low;visual only;1252.7544638142
86;VO;23;visual only;low;visual only;2335.5580533389
86;VO;24;visual only;high;visual only;801.388639258221
86;VO;25;visual only;high;visual only;800.762862665579
86;VO;26;visual only;low;visual only;1501.95495923981
86;VO;27;visual only;low;visual only;1318.3768526651
86;VO;28;visual only;low;visual only;1618.5248028487
86;VO;29;visual only;low;visual only;1335.18314035609
86;VO;30;visual only;high;visual only;834.483684971929
86;VO;31;visual only;low;visual only;2135.97168191336
86;VO;32;visual only;high;visual only;1035.64476920292
87;VA;1;S1;high;S1;650.922625674866
87;VA;2;S3;high;S3;667.894450831227
87;VA;3;S4;high;S4;484.332666732371
87;VA;4;S2;high;S2;501.075751380995
87;VA;5;S3;high;S3;626.300639938563
87;VA;6;S2;high;S2;576.341607840732
87;VA;7;S3;high;S3;592.566964798607
87;VA;8;S4;high;S4;509.403046802618
87;VA;9;S2;high;S2;592.836001422256
87;VA;10;S1;high;S1;576.115435222164
87;VA;11;S3;high;S3;659.730907995254
87;VA;12;S1;high;S1;626.229726476595
87;VA;13;S4;high;S4;726.245568483137
87;VA;14;S1;high;S1;626.29372626543
87;VA;15;S4;high;S4;642.217059270479
87;VA;16;S1;low;S1;1201.77469344344
87;VA;17;S4;low;S4;709.795026457869
87;VA;18;S2;high;S2;626.149924006313
87;VA;19;S1;low;S1;818.43268184457
87;VA;20;S4;low;S4;776.405489072204
87;VA;21;S3;low;S3;860.027677961625
87;VA;22;S2;low;S2;876.276541152038
87;VA;23;S1;low;S1;825.745065580122
87;VA;24;S2;low;S2;734.607234364375
87;VA;25;S4;low;S4;943.205620511435
87;VA;26;S2;low;S2;1459.16075597052
87;VA;27;S4;low;S4;834.857742418535
87;VA;28;S3;low;S3;893.298934213817
87;VA;29;S1;low;S1;834.648162592202
87;VA;30;S3;low;S3;851.549666724168
87;VA;31;S2;low;S2;1259.88995982334
87;VA;32;S3;low;S3;1042.78926574625
87;VO;1;visual only;low;visual only;1735.71913363412
87;VO;2;visual only;low;visual only;1318.64008912817
87;VO;3;visual only;low;visual only;2453.42940697446
87;VO;4;visual only;low;visual only;1702.31039635837
87;VO;5;visual only;low;visual only;801.583721069619
87;VO;6;visual only;low;visual only;818.292435258627
87;VO;7;visual only;high;visual only;734.676567604765
87;VO;8;visual only;low;visual only;984.782246407121
87;VO;9;visual only;low;visual only;883.764331927523
87;VO;10;visual only;high;visual only;766.463183797896
87;VO;11;visual only;high;visual only;617.890974273905
87;VO;12;visual only;high;visual only;618.069146759808
87;VO;13;visual only;high;visual only;551.311721326783
87;VO;14;visual only;high;visual only;968.258420471102
87;VO;15;visual only;high;visual only;599.8046817258
87;VO;16;visual only;high;visual only;566.862511681393
87;VO;18;visual only;low;visual only;1067.25322711281
87;VO;19;visual only;low;visual only;1819.0552983433
87;VO;20;visual only;high;visual only;751.356442458928
87;VO;21;visual only;high;visual only;634.418750647455
87;VO;22;visual only;low;visual only;1101.63499996997
87;VO;23;visual only;high;visual only;949.256376363337
87;VO;24;visual only;low;visual only;1102.15253010392
87;VO;25;visual only;low;visual only;801.913597155362
87;VO;26;visual only;high;visual only;783.615551656112
87;VO;27;visual only;low;visual only;1168.41020295396
87;VO;28;visual only;high;visual only;651.323810219765
87;VO;29;visual only;low;visual only;1251.77402189001
87;VO;30;visual only;low;visual only;1001.86468847096
87;VO;31;visual only;high;visual only;585.013594012707
87;VO;32;visual only;high;visual only;801.93730047904
88;VA;1;S1;high;S1;1677.84809868317
88;VA;2;S4;high;S4;801.376592600718
88;VA;3;S3;high;S3;626.388740725815
88;VA;4;S1;high;S1;626.641382696107
88;VA;5;S2;high;S2;709.989530965686
88;VA;6;S1;high;S1;466.833777725697
88;VA;7;S3;high;S3;518.123851856217
88;VA;8;S2;high;S2;493.134024669416
88;VA;9;S3;high;S3;566.992592532188
88;VA;10;S4;high;S4;509.593086433597
88;VA;11;S2;high;S2;567.811160464771
88;VA;12;S1;high;S1;567.903209943324
88;VA;13;S3;high;S3;517.483654315583
88;VA;14;S2;high;S2;701.340049272403
88;VA;15;S1;low;S1;1484.60582713597
88;VA;16;S4;high;S4;634.724148083478
88;VA;17;S3;low;S3;759.825185174122
88;VA;18;S2;low;S2;918.20424690377
88;VA;19;S4;high;S4;617.889185203239
88;VA;20;S2;low;S2;676.110814907588
88;VA;21;S3;low;S3;659.611259237863
88;VA;22;S4;low;S4;951.686123502441
88;VA;23;S2;low;S2;993.790222215466
88;VA;24;S3;low;S3;1276.62340749521
88;VA;25;S4;low;S4;743.180247023702
88;VA;26;S1;low;S1;701.239506248385
88;VA;27;S3;low;S3;1393.17372837104
88;VA;28;S2;low;S2;1001.81135791354
88;VA;29;S4;low;S4;893.194271717221
88;VA;30;S1;low;S1;701.519209891558
88;VA;31;S4;low;S4;1360.51832104567
88;VA;32;S1;low;S1;1335.09234571829
88;VO;1;visual only;high;visual only;1151.84395061806
88;VO;2;visual only;high;visual only;601.21600003913
88;VO;3;visual only;high;visual only;567.666567862034
88;VO;4;visual only;low;visual only;1018.19575298578
88;VO;5;visual only;low;visual only;1334.61728412658
88;VO;6;visual only;low;visual only;2203.78390117548
88;VO;7;visual only;high;visual only;651.544493855909
88;VO;8;visual only;low;visual only;568.645925959572
88;VO;9;visual only;high;visual only;668.823308777064
88;VO;10;visual only;high;visual only;684.928000206128
88;VO;11;visual only;low;visual only;568.026864202693
88;VO;12;visual only;high;visual only;468.912197509781
88;VO;13;visual only;high;visual only;568.014222430065
88;VO;14;visual only;low;visual only;1619.15219738148
88;VO;15;visual only;high;visual only;501.049284124747
88;VO;16;visual only;low;visual only;1017.38429651596
88;VO;17;visual only;high;visual only;765.643851831555
88;VO;18;visual only;low;visual only;785.952789941803
88;VO;19;visual only;high;visual only;617.851654300466
88;VO;20;visual only;high;visual only;667.785086436197
88;VO;21;visual only;low;visual only;951.302716275677
88;VO;22;visual only;high;visual only;868.888888740912
88;VO;23;visual only;high;visual only;717.942913528532
88;VO;24;visual only;low;visual only;1418.91911113635
88;VO;25;visual only;high;visual only;818.070123437792
88;VO;26;visual only;low;visual only;3036.40414820984
88;VO;27;visual only;low;visual only;1752.4258766789
88;VO;28;visual only;high;visual only;568.224790040404
88;VO;29;visual only;low;visual only;1518.54775310494
88;VO;31;visual only;low;visual only;1000.95367897302
88;VO;32;visual only;low;visual only;1085.05323459394
89;VA;1;S1;high;S1;1652.61755848769
89;VA;2;S3;high;S3;684.635310899466
89;VA;3;S4;high;S4;783.74298568815
89;VA;4;S1;high;S1;985.306283342652
89;VA;5;S3;high;S3;986.0160110984
89;VA;6;S4;high;S4;743.262622505426
89;VA;7;S2;high;S2;708.8035880588
89;VA;8;S3;high;S3;810.170421609655
89;VA;9;S4;high;S4;827.094260253944
89;VA;10;S2;high;S2;783.539529074915
89;VA;11;S1;high;S1;858.818877022713
89;VA;12;S2;high;S2;934.810520615429
89;VA;13;S1;high;S1;1101.8962158123
89;VA;14;S4;high;S4;909.750984865241
89;VA;15;S3;high;S3;901.958003407344
89;VA;16;S4;low;S4;1727.70806704648
89;VA;17;S3;low;S3;2119.67160913628
89;VA;18;S2;high;S2;968.080025282688
89;VA;19;S1;low;S1;1502.81461502891
89;VA;20;S3;low;S3;1184.64123690501
89;VA;21;S2;low;S2;892.739047762007
89;VA;22;S3;low;S3;1419.01774297003
89;VA;23;S2;low;S2;1836.58956119325
89;VA;24;S1;low;S1;1760.02369576599
89;VA;25;S3;low;S3;1168.88875537552
89;VA;26;S1;low;S1;1611.29610950593
89;VA;27;S4;low;S4;1410.11167597026
89;VA;28;S1;low;S1;2143.80097284447
89;VA;29;S2;low;S2;2094.47696246207
89;VA;30;S4;low;S4;1986.38124519493
89;VA;31;S2;low;S2;1893.48097308539
89;VA;32;S4;low;S4;1535.52629286423
89;VO;1;visual only;low;visual only;1335.20092023537
89;VO;2;visual only;low;visual only;1969.20456760563
89;VO;3;visual only;high;visual only;868.107955902815
89;VO;4;visual only;low;visual only;1451.05544594117
89;VO;5;visual only;low;visual only;1486.71605996788
89;VO;6;visual only;low;visual only;2802.43097082712
89;VO;7;visual only;high;visual only;1069.65959933586
89;VO;8;visual only;high;visual only;634.860930498689
89;VO;9;visual only;high;visual only;616.898278007284
89;VO;10;visual only;high;visual only;752.527998061851
89;VO;11;visual only;low;visual only;1118.38844954036
89;VO;12;visual only;low;visual only;1417.6940897014
89;VO;13;visual only;high;visual only;685.9257791657
89;VO;14;visual only;low;visual only;1951.71085302718
89;VO;15;visual only;low;visual only;834.867093479261
89;VO;16;visual only;low;visual only;1318.70710616931
89;VO;17;visual only;high;visual only;1002.9096272774
89;VO;18;visual only;high;visual only;817.327156662941
89;VO;19;visual only;low;visual only;1402.15079323389
89;VO;20;visual only;high;visual only;719.272123184055
89;VO;21;visual only;high;visual only;650.046301307157
89;VO;22;visual only;high;visual only;901.448374148458
89;VO;23;visual only;high;visual only;701.457223622128
89;VO;24;visual only;high;visual only;818.382760742679
89;VO;25;visual only;low;visual only;2101.59873450175
89;VO;26;visual only;low;visual only;1435.32489053905
89;VO;27;visual only;low;visual only;3138.48048308864
89;VO;28;visual only;high;visual only;968.438148265705
89;VO;29;visual only;high;visual only;851.662734290585
89;VO;30;visual only;low;visual only;1217.40664308891
89;VO;31;visual only;low;visual only;1119.76049793884
89;VO;32;visual only;high;visual only;801.593835698441
90;VA;1;S2;high;S2;833.993877167813
90;VA;2;S1;low;S1;1693.81356309168
90;VA;3;S2;high;S2;734.74674730096
90;VA;4;S3;high;S3;859.582450939342
90;VA;5;S4;high;S4;1001.70153286308
90;VA;6;S3;low;S3;1693.84497043211
90;VA;7;S2;low;S2;1902.72047719918
90;VA;8;S3;low;S3;2954.21268651262
90;VA;9;S4;low;S4;1302.16944462154
90;VA;10;S3;high;S3;767.775329761207
90;VA;11;S2;low;S2;1852.83439361956
90;VA;12;S1;high;S1;743.443054147065
90;VA;13;S4;high;S4;701.299201580696
90;VA;14;S3;high;S3;934.908762341365
90;VA;15;S1;low;S1;1815.12215128168
90;VA;16;S2;high;S2;800.911566591822
90;VA;17;S1;low;S1;1126.76498980727
90;VA;18;S3;high;S3;701.855449005961
